# critic_loss generator_loss wasserstein_gap gradient_penalty score_real score_fake real_increment_std fake_increment_std real_increment_mean fake_increment_mean increment_std_rel_error increment_mean_abs_error checkpoint_selection_score
1.312370067462325166e-02 -2.536824941635131836e-01 -3.681997954845428640e-03 9.441702393814920945e-04 2.377337381243705694e-01 2.414157360792160145e-01 2.518677283078431944e-02 2.546712961047887733e-02 5.696102507499744980e-05 1.294165060699015090e-05 1.113111161826826380e-02 1.747717929645090486e-03 1.750499774214027415e-02
1.018112357705831458e-02 -2.098056524991989136e-01 -1.161688566207885829e-03 9.019434859510510943e-04 2.357241600751876776e-01 2.368858486413955577e-01 2.518658451735973289e-02 2.569342087954282899e-02 5.696103917216532728e-05 7.850173133192584461e-05 2.012326688494179769e-02 8.552446697986563302e-04 2.304214360689939289e-02
1.122714374214410851e-02 -2.358568236231803894e-01 -2.571462094783782872e-03 8.655681565869599147e-04 2.332324266433715709e-01 2.358038887381553594e-01 2.518651112914085249e-02 2.605526074767112663e-02 5.696103416994446753e-05 3.718129109984147227e-05 3.449265418466935379e-02 7.853308053624170459e-04 3.871501524140251449e-02
1.888409629464149475e-02 -2.325040772557258606e-01 -1.015872806310653617e-02 8.725367835722864108e-04 2.294377028942108099e-01 2.395964309573173634e-01 2.518644183874130249e-02 2.636580299586057524e-02 5.696104326489148526e-05 -1.872989300863991822e-05 4.682523893702113943e-02 3.005225460394323617e-03 6.086172924409428975e-02
-4.162054136395454060e-03 -1.950312405824661255e-01 1.273739635944366386e-02 8.575342246331274943e-04 2.244567692279815785e-01 2.117193728685378973e-01 2.518656905740499635e-02 2.667537946254015108e-02 5.696103248737926790e-05 -7.804561664670473642e-06 5.911128275084869682e-02 2.571433767015474277e-03 7.527764710194095876e-02
1.195629872381687208e-03 -2.292934209108352661e-01 7.131174206733703613e-03 8.326804265379906134e-04 2.182343125343322865e-01 2.111031383275985829e-01 2.518660537898540636e-02 2.693270742893218855e-02 5.696103071386460350e-05 6.524571176669269335e-05 6.932661323761900307e-02 3.289320227096396033e-04 7.761939989360033820e-02
2.080629188567400048e-02 -1.884880587458610535e-01 -1.239205747842788731e-02 8.414234500378370719e-04 2.109958261251449474e-01 2.233878836035728399e-01 2.518674563616514137e-02 2.715333998203277657e-02 5.696103671652963656e-05 5.137910529811051945e-05 7.808052593209030556e-02 2.216217807108240574e-04 9.153562864126685295e-02
1.302590761333704064e-02 -1.971035599708557129e-01 -4.633934795856475483e-03 8.391972980462015109e-04 2.034856691956520025e-01 2.081196039915084728e-01 2.518663257360458443e-02 2.736814785748720169e-02 5.696103844456956857e-05 6.114964992320892634e-05 8.661401151665730491e-02 1.663029571830372663e-04 9.225344656774300822e-02
-4.394069127738475626e-03 -1.926469281315803528e-01 1.240359023213386501e-02 8.009521057829261043e-04 1.954675272107124218e-01 1.830639369785785620e-01 2.518643569201230864e-02 2.746700849384069512e-02 5.696102562069427222e-05 3.976806240189034589e-05 9.054765944754564200e-02 6.826278806720524226e-04 1.044348296661344877e-01
2.200146745890379021e-02 -1.856238245964050293e-01 -1.413176804780960118e-02 7.869699096772819541e-04 1.863818019628524780e-01 2.005135700106620844e-01 2.518667578697204520e-02 2.767778430134058137e-02 5.696103562513599172e-05 -1.088268754756427370e-05 9.890580779056880323e-02 2.693635465983136839e-03 1.165181812140388268e-01
2.533240616321563634e-03 -1.986109688878059387e-01 5.316485464572906321e-03 7.849725603591650941e-04 1.769634664058685192e-01 1.716469809412956293e-01 2.518671806901693483e-02 2.771636582911014487e-02 5.696103785339801378e-05 4.579135575113468939e-05 1.004357833784062098e-01 4.434750915626465488e-04 1.069807164949009293e-01
2.383724823594093184e-02 -1.832476183772087097e-01 -1.605096608400344987e-02 7.786282629240303798e-04 1.672276727855205591e-01 1.832786396145820729e-01 2.518652882426977019e-02 2.788942940533161233e-02 5.696103253285400705e-05 -2.754946408458636278e-05 1.073153271660844538e-01 3.355384825107403293e-03 1.275003063381193180e-01
1.305783251300454174e-02 -1.433580890297889709e-01 -5.655781179666518992e-03 7.402050890959799073e-04 1.569672696292400416e-01 1.626230508089065441e-01 2.518670670688152174e-02 2.792699187994003227e-02 5.696103046375356187e-05 -1.042739800141134731e-05 1.087988677853230363e-01 2.675555373187295770e-03 1.178704094272728237e-01
4.099985491484403957e-03 -1.645751297473907471e-01 3.446162492036819285e-03 7.546147855464369492e-04 1.466075487434864155e-01 1.431613862514495850e-01 2.518652528524398942e-02 2.793214768171310355e-02 5.696103071386460350e-05 -1.433514953532721813e-05 1.090115593661773741e-01 2.830727122495588655e-03 1.160430637662562131e-01
1.183399669826030662e-02 -1.872327774763107300e-01 -4.532937705516815012e-03 7.301058794837445021e-04 1.365413710474968068e-01 1.410743087530136053e-01 2.518649399280548096e-02 2.789530120790004869e-02 5.696103626178228567e-05 5.335710920917335898e-05 1.075499915057962497e-01 1.430896675613246849e-04 1.129561247583581313e-01
8.876064280048012040e-03 -1.517781913280487061e-01 -1.747877895832061854e-03 7.128186058253050067e-04 1.261776924133300726e-01 1.279255699366331211e-01 2.518634237349033286e-02 2.781079057604074478e-02 5.696103471564128995e-05 9.035063276314758425e-05 1.042012438141296377e-01 1.325702539536845539e-03 1.079876428553238482e-01
-2.816541139036416938e-02 -8.673419430851936340e-02 3.492846712470054626e-02 6.763054872862995105e-04 1.161371767520904541e-01 8.120871018618344706e-02 2.518668770790100098e-02 2.778437901288271020e-02 5.696102889487519996e-05 8.153651274369621573e-05 1.031374722633211782e-01 9.757330591801484159e-04 1.397179779344882022e-01
-9.134121146053076137e-03 -8.793558552861213684e-02 1.578209884464740892e-02 6.647977570537477732e-04 1.062096990644931793e-01 9.042760031297802925e-02 2.518645599484443595e-02 2.763966117054223945e-02 5.696103107766248286e-05 -9.675601859271409921e-06 9.740176133166821015e-02 2.645732807661721388e-03 1.164943907410311008e-01
