# critic_loss generator_loss wasserstein_gap gradient_penalty score_real score_fake real_increment_std fake_increment_std increment_std_rel_error checkpoint_selection_score
-1.861514793708920340e-02 6.087973900139331818e-02 1.989776939153671195e-02 1.282621378777548671e-04 -4.261297285556793490e-02 -6.251074224710465033e-02 3.546315729618072787e-02 7.004540190100669306e-02 9.751597782179198814e-01 9.951858097473343934e-01
-1.882868669927120070e-02 6.297340802848339081e-02 2.011884748935699463e-02 1.290160682401619743e-04 -4.248583838343620439e-02 -6.260468587279319208e-02 3.546371757984161099e-02 6.995444819331168851e-02 9.725638755961342197e-01 9.928117391537313319e-01
-1.919732019305229326e-02 6.305854581296443939e-02 2.046427763998508523e-02 1.266957136976998354e-04 -4.235685840249061446e-02 -6.282113604247570315e-02 3.546331040561199327e-02 6.917546689510345459e-02 9.506206866465000127e-01 9.712116600001827749e-01
-2.107890173792838912e-02 6.295869499444961548e-02 2.234319746494293352e-02 1.264295671717263650e-04 -4.222842492163181305e-02 -6.457162238657473963e-02 3.546358607709407945e-02 6.868768632411956232e-02 9.368511174775996375e-01 9.593207445097142738e-01
-2.047620639204978873e-02 6.550920754671096802e-02 2.173090241849422524e-02 1.254696442629210759e-04 -4.210299551486969272e-02 -6.383389793336391449e-02 3.546354956924915175e-02 6.850362122058868686e-02 9.316628496504844037e-01 9.535192217132415493e-01
-2.059010267257690291e-02 6.495806947350502014e-02 2.182914279401302476e-02 1.239040131622459631e-04 -4.197685196995735307e-02 -6.380599476397037784e-02 3.546348586678504944e-02 6.825286075472832004e-02 9.245953714248115185e-01 9.465484182319867656e-01
-2.144532408565282683e-02 6.638285890221595764e-02 2.263123989105224679e-02 1.185915833048056784e-04 -4.185028038918971877e-02 -6.448152028024196902e-02 3.546334952116012712e-02 6.764654070138931274e-02 9.075056816085221856e-01 9.302555130828792374e-01
-2.175694387406110902e-02 6.580444425344467163e-02 2.296337932348251412e-02 1.206435321364551837e-04 -4.172589331865310391e-02 -6.468927264213561457e-02 3.546337038278579712e-02 6.747036427259445190e-02 9.025367172783602676e-01 9.256207401339792140e-01
-2.265396490693092485e-02 6.293355301022529602e-02 2.382571771740913530e-02 1.171752897789701765e-04 -4.160501882433891019e-02 -6.543073654174805243e-02 3.546331226825714250e-02 6.692162379622459967e-02 8.870663656321355894e-01 9.110092586393236935e-01
-2.270501945167779922e-02 6.471354886889457703e-02 2.387378960847854475e-02 1.168770453659817631e-04 -4.148198366165160855e-02 -6.535577327013016025e-02 3.546352684497833252e-02 6.675700470805168152e-02 8.824130211014847847e-01 9.064036877553293126e-01
-2.435939516872167449e-02 6.619456410408020020e-02 2.552192769944667747e-02 1.162532615126110586e-04 -4.135797061026096066e-02 -6.687989830970764160e-02 3.546355366706847867e-02 6.641093268990516663e-02 8.726530711642085381e-01 8.982912521251679161e-01
-2.382219322025775840e-02 6.599601544439792633e-02 2.504999637603759835e-02 1.227803062647581155e-04 -4.123403728008270125e-02 -6.628403365612030307e-02 3.546358719468116483e-02 6.628233417868614752e-02 8.690250880136051181e-01 8.941978646959074517e-01
-2.468057051301002572e-02 6.777901947498321533e-02 2.582657635211944511e-02 1.146005815826356411e-04 -4.111380614340305606e-02 -6.694038249552250464e-02 3.546351380646228790e-02 6.564291417598724920e-02 8.509985934663520935e-01 8.769397704000542193e-01
-2.411418780684471130e-02 6.673162803053855896e-02 2.530957423150539259e-02 1.195386474137194428e-04 -4.099266268312930922e-02 -6.630223691463470181e-02 3.546340651810168942e-02 6.547017246484757025e-02 8.461332086240307415e-01 8.715623215029498772e-01
-2.474975399672985077e-02 7.007064670324325562e-02 2.590392827987670829e-02 1.154174344264902202e-04 -4.087495766580104967e-02 -6.677888594567775449e-02 3.546368218958377561e-02 6.507874727249145230e-02 8.350815046151917054e-01 8.611008503294949046e-01
-2.458074856549501488e-02 6.544409319758415222e-02 2.574408166110515525e-02 1.163332948635798002e-04 -4.075665064156055312e-02 -6.650073230266570490e-02 3.546315617859363556e-02 6.470369249582290372e-02 8.245328241273399694e-01 8.503932390833087718e-01
-2.550258040428161552e-02 6.647460907697677612e-02 2.663850411772727966e-02 1.135923943365924115e-04 -4.063805676996708194e-02 -6.727656088769436160e-02 3.546365201473235945e-02 6.432984545826911371e-02 8.139656183951713420e-01 8.407177149072352362e-01
-2.446282003074884415e-02 6.633859872817993164e-02 2.556446269154548714e-02 1.101642650610301698e-04 -4.051991030573844771e-02 -6.608437299728393832e-02 3.546330109238624712e-02 6.386675387620925626e-02 8.009252356126579375e-01 8.265998625692644319e-01
-2.592437826097011497e-02 6.723448261618614197e-02 2.707784511148929665e-02 1.153467019321396947e-04 -4.040284119546413283e-02 -6.748068630695343295e-02 3.546359576284885406e-02 6.375396326184272489e-02 7.977298096723942633e-01 8.249230014858156546e-01
-2.595948409289121697e-02 6.956742703914642334e-02 2.707685381174087386e-02 1.117369632993359173e-04 -4.028992950916290144e-02 -6.736678332090377530e-02 3.546345084905624251e-02 6.350234895944595337e-02 7.906421241672606515e-01 8.178307149423008626e-01
-2.634004279971122880e-02 6.917534396052360535e-02 2.745404355227947304e-02 1.114000930101610666e-04 -4.017490707337856293e-02 -6.762895062565803250e-02 3.546350114047527174e-02 6.331092789769172946e-02 7.852418926750674988e-01 8.128073363203570656e-01
-2.563590630888938973e-02 6.610786542296409607e-02 2.670969814062118530e-02 1.073792023817077225e-04 -4.006129130721092224e-02 -6.677098944783210754e-02 3.546337187290191789e-02 6.260214187204837799e-02 7.652619749651704550e-01 7.920790523081733259e-01
-2.742797844111919542e-02 6.720784306526184082e-02 2.850353121757507463e-02 1.075553009286522865e-04 -3.995048776268959184e-02 -6.845401898026466647e-02 3.546372391283512254e-02 6.247418187558650970e-02 7.616362576129253048e-01 7.902473441314290525e-01
-2.654459848999977251e-02 6.574594601988792419e-02 2.763744406402111192e-02 1.092845392122399008e-04 -3.983764238655566892e-02 -6.747508645057678778e-02 3.546356931328773637e-02 6.225014701485633711e-02 7.553266131837635955e-01 7.830733417869969459e-01
-2.615480571985244820e-02 6.491656601428985596e-02 2.722810879349708488e-02 1.073303006705827957e-04 -3.972742855548858781e-02 -6.695553734898566922e-02 3.546359613537788252e-02 6.230650730431079587e-02 7.569145290767048673e-01 7.842499681708725578e-01
-2.721480820327997277e-02 6.620477512478828430e-02 2.826972529292106490e-02 1.054917360306717510e-04 -3.961770460009574751e-02 -6.788742989301681241e-02 3.546337559819221635e-02 6.162170656025409837e-02 7.376153713539248535e-01 7.659905883828765916e-01
-2.656419537961483140e-02 6.696109846234321594e-02 2.762943357229232649e-02 1.065238182491157177e-04 -3.950743749737739563e-02 -6.713687106966972906e-02 3.546342067420482635e-02 6.154350489377975741e-02 7.354080267222925515e-01 7.631439841128340174e-01
-2.672014124691486289e-02 6.716869026422500610e-02 2.779689170420169761e-02 1.076750122592784464e-04 -3.939902894198894778e-02 -6.719592064619064886e-02 3.546347469091415405e-02 6.122860349714755873e-02 7.265257854754988420e-01 7.544303521919598632e-01
-2.688210140913725038e-02 6.667110323905944824e-02 2.791795544326305251e-02 1.035853929352015257e-04 -3.929285667836666246e-02 -6.721081212162971497e-02 3.546375259757041792e-02 6.116806082427501956e-02 7.248050852842000680e-01 7.528266261203983012e-01
-2.738228663802146773e-02 6.772497296333312988e-02 2.841913551092147688e-02 1.036848756484687383e-04 -3.918572068214416781e-02 -6.760485619306563776e-02 3.546318113803863248e-02 6.079911850392818312e-02 7.144293476255351161e-01 7.429521680121050631e-01
-2.763885427266359399e-02 6.725861504673957825e-02 2.865469381213188102e-02 1.015839581668842611e-04 -3.907781615853309770e-02 -6.773250997066497525e-02 3.546374626457691331e-02 6.050074510276317458e-02 7.059885509751846477e-01 7.347448287454834137e-01
-2.729371637105941842e-02 6.758135557174682617e-02 2.831952944397926261e-02 1.025813231535721516e-04 -3.897221460938453397e-02 -6.729174405336380005e-02 3.546334989368915558e-02 6.018138565123080930e-02 6.970022806910106672e-01 7.254243914581435249e-01
-2.675904091447591643e-02 6.883563473820686340e-02 2.779826708137989044e-02 1.039226095599587953e-04 -3.886941336095332822e-02 -6.666768044233321866e-02 3.546375185251236101e-02 5.994252711534499983e-02 6.902477595699801904e-01 7.181499492609200175e-01
-2.740525919944047928e-02 6.462991982698440552e-02 2.843853384256362846e-02 1.033274886140134213e-04 -3.876443430781364302e-02 -6.720296815037726801e-02 3.546316474676132480e-02 5.976418368518352647e-02 6.852467655176276429e-01 7.137886268488052854e-01
-2.764049414545297761e-02 7.250942289829254150e-02 2.862437181174755027e-02 9.838776604738086191e-05 -3.866281546652317047e-02 -6.728718727827072421e-02 3.546338975429534635e-02 5.950895100831985612e-02 6.780389979622311047e-01 7.067617575400261254e-01
-2.827902119606733392e-02 6.606796011328697205e-02 2.928119003772735457e-02 1.002168661216273850e-04 -3.856196850538253645e-02 -6.784315854310989102e-02 3.546354137361049791e-02 5.923399105668068071e-02 6.702785103150533663e-01 6.996599172189023053e-01
-2.810286376625299384e-02 6.938661634922027588e-02 2.908967509865760873e-02 9.868109627859666672e-05 -3.845872431993484220e-02 -6.754839941859244745e-02 3.546363748610019406e-02 5.887709558010101318e-02 6.602102816587104295e-01 6.893986378536466342e-01
-2.865429762750864098e-02 6.636291742324829102e-02 2.966528274118900368e-02 1.010984982713125700e-04 -3.835498131811618944e-02 -6.802026405930519659e-02 3.546363748610019406e-02 5.866349525749683241e-02 6.541872017453237431e-01 6.839535829847840365e-01
-2.761757466942071915e-02 6.726435199379920959e-02 2.859791442751884530e-02 9.803398424992337281e-05 -3.825293332338332991e-02 -6.685084775090217868e-02 3.546353057026863098e-02 5.849978253245353976e-02 6.495758203174534229e-01 6.782717687292221243e-01
-2.775598652660846849e-02 6.596029549837112427e-02 2.872895039618015428e-02 9.729639932629652863e-05 -3.815537206828593930e-02 -6.688432246446610052e-02 3.546358309686183791e-02 5.824034437537193437e-02 6.422577553897352853e-01 6.710840021852417792e-01
-2.785234358161687782e-02 6.921663880348205566e-02 2.882925644516944746e-02 9.769128373591229862e-05 -3.805442750453948836e-02 -6.688368394970893582e-02 3.546356186270713945e-02 5.812655128538608829e-02 6.390500060252521930e-01 6.679769537541575541e-01
-2.811285480856895447e-02 6.682530418038368225e-02 2.909861505031585693e-02 9.857600234681740132e-05 -3.795915469527244568e-02 -6.705776974558830261e-02 3.546358868479728560e-02 5.791115388274192810e-02 6.329750042170606550e-01 6.621721952697233737e-01
-2.687485720962285926e-02 6.673059985041618347e-02 2.782495170831680159e-02 9.500944579485804385e-05 -3.786216005682944974e-02 -6.568711176514625827e-02 3.546344302594661713e-02 5.750859118998050828e-02 6.216302277047115465e-01 6.495501888588232076e-01
-2.640067506581544876e-02 6.728819757699966431e-02 2.736955843865871568e-02 9.688834106782450730e-05 -3.776721842586994171e-02 -6.513677686452865045e-02 3.546362817287444791e-02 5.722598172724246979e-02 6.136527669326298229e-01 6.411192137123563617e-01
-2.815329041332006316e-02 6.559131108224391937e-02 2.909392043948173454e-02 9.406300378032029217e-05 -3.767151683568954745e-02 -6.676543727517128546e-02 3.546318709850311557e-02 5.686088576912880221e-02 6.033777677845963971e-01 6.325657512278585193e-01
-2.815570887178182533e-02 6.706046685576438904e-02 2.909527011215686659e-02 9.395616580150089887e-05 -3.757751397788524489e-02 -6.667278409004211148e-02 3.546366430819034715e-02 5.677743405103683610e-02 6.010030310749095994e-01 6.301922573528679905e-01
-2.794383503496646742e-02 6.417589634656906128e-02 2.892050407826900552e-02 9.766689981915988028e-05 -3.748616725206375261e-02 -6.640667133033276159e-02 3.546335771679878096e-02 5.675271227955817899e-02 6.003197647603017995e-01 6.293379357383899197e-01
-2.791024260222911904e-02 6.568613275885581970e-02 2.883963510394096236e-02 9.293922703363932398e-05 -3.739207237958908081e-02 -6.623170748353005011e-02 3.546331934630871097e-02 5.619844421744346619e-02 5.846921622893241910e-01 6.136247366202988163e-01
-2.704835552722215791e-02 6.832978874444961548e-02 2.798554152250289778e-02 9.371862033731303838e-05 -3.730204701423645020e-02 -6.528758853673935492e-02 3.546327576041221480e-02 5.605265088379383226e-02 5.805830025940533767e-01 6.086622627368936111e-01
-2.628361061215400696e-02 6.544530764222145081e-02 2.719614244997501512e-02 9.125318756559863416e-05 -3.721328973770141740e-02 -6.440943218767643252e-02 3.546348586678504944e-02 5.604943297803401808e-02 5.804828997351666464e-01 6.077702953727073254e-01
-2.646295223385095735e-02 6.352506391704082489e-02 2.739178650081157754e-02 9.288343208027071709e-05 -3.712491132318973541e-02 -6.451669782400130948e-02 3.546350859105586867e-02 5.581670887768268308e-02 5.739195329135061696e-01 6.014042028463979506e-01
-2.663572430610656669e-02 6.594853475689888000e-02 2.757754549384117126e-02 9.418213303433731740e-05 -3.703927509486674985e-02 -6.461682058870792111e-02 3.546353653073310713e-02 5.545689202845096449e-02 5.637721855469099985e-01 5.914439131737855293e-01
-2.755352593958377769e-02 6.537364050745964050e-02 2.846610881388187547e-02 9.125825672526844388e-05 -3.695032857358455936e-02 -6.541643738746642789e-02 3.546303398907184323e-02 5.527177229523658891e-02 5.585742695255673240e-01 5.871316365961745110e-01
-2.668986804783344408e-02 6.355674937367439270e-02 2.759310044348239899e-02 9.032321831909939376e-05 -3.686215728521347046e-02 -6.445525772869586945e-02 3.546357750892639021e-02 5.503773167729377608e-02 5.519509181748092352e-01 5.796343418366107780e-01
-2.585752550512552400e-02 6.068863533437252045e-02 2.674567140638828278e-02 8.881457179086283391e-05 -3.677703477442264418e-02 -6.352270618081093390e-02 3.546348847448825559e-02 5.489917136728763442e-02 5.480476887160433686e-01 5.748821746942225364e-01
-2.548598963767290115e-02 6.366448476910591125e-02 2.641810737550258706e-02 9.321178804384544221e-05 -3.669148795306682864e-02 -6.310959532856941223e-02 3.546345867216586789e-02 5.474658049643039981e-02 5.437462262770069721e-01 5.702575454405534039e-01
-2.670211475342511992e-02 6.304451078176498413e-02 2.761257477104663710e-02 9.104598866542801532e-05 -3.661083877086639127e-02 -6.422341354191303531e-02 3.546347804367542406e-02 5.442860610783099851e-02 5.347791336276743746e-01 5.624827543873863744e-01
-2.581722047179937224e-02 6.588292866945266724e-02 2.671189270913600783e-02 8.946723464759997752e-05 -3.652743101119994978e-02 -6.323932372033595761e-02 3.546339198946953097e-02 5.429932698607444624e-02 5.311374332626418449e-01 5.579387932064254763e-01
-2.586654201149940491e-02 6.153767183423042297e-02 2.676175311207771440e-02 8.952108328230679035e-05 -3.644514717161655148e-02 -6.320690028369427282e-02 3.546365424990653714e-02 5.414666868746280393e-02 5.268214692533746968e-01 5.536727434487347388e-01
-2.504203878343105177e-02 6.364351511001586914e-02 2.592335417866706987e-02 8.813156746327877316e-05 -3.636493757367133955e-02 -6.228829175233840942e-02 3.546344861388206482e-02 5.407596938312053680e-02 5.248367402550867533e-01 5.508482260012170784e-01
-2.446643635630607605e-02 6.189705245196819305e-02 2.535473629832267831e-02 8.882999100023880601e-05 -3.628536760807037076e-02 -6.164010390639305254e-02 3.546377159655093869e-02 5.371774695813655992e-02 5.147217720871574143e-01 5.401653383764802863e-01
-2.471984867006540160e-02 6.447065249085426331e-02 2.558405697345733643e-02 8.642084576422348347e-05 -3.620816841721534451e-02 -6.179222539067268094e-02 3.546321839094161710e-02 5.335307866334915161e-02 5.044624003012847524e-01 5.301328781205063567e-01
-2.455314509570598672e-02 6.039282120764255524e-02 2.544071450829505851e-02 8.875697385519742695e-05 -3.613083846867084364e-02 -6.157155297696590562e-02 3.546339236199855943e-02 5.336737819015979767e-02 5.048582393048703931e-01 5.303877107870207386e-01
-2.377563565969467024e-02 6.107341870665550232e-02 2.464564256370067527e-02 8.700071557541378385e-05 -3.605623506009578844e-02 -6.070187762379646024e-02 3.546349816024303714e-02 5.319851003587246219e-02 5.000920043192883524e-01 5.248246475985645088e-01
-2.449493072926998277e-02 6.166103854775428772e-02 2.533003054559230735e-02 8.350998250534757701e-05 -3.598170615732669553e-02 -6.131173670291900635e-02 3.546359017491340637e-02 5.297064594924449921e-02 4.936628155099127557e-01 5.190763560380105002e-01
-2.454882413148879935e-02 6.302557513117790222e-02 2.540135644376277993e-02 8.525325029040686786e-05 -3.590763434767722806e-02 -6.130899079144001146e-02 3.546348176896572252e-02 5.275810845196247240e-02 4.876742445983883734e-01 5.131608542924415151e-01
-2.387602739036083152e-02 5.976929888129234314e-02 2.470958977937698364e-02 8.335624734172597799e-05 -3.583365902304649214e-02 -6.054324880242347579e-02 3.546369932591915408e-02 5.263824611902236800e-02 4.842852584210430855e-01 5.090782044477617507e-01
-2.370567750185727934e-02 6.147716753184795380e-02 2.456757277250289778e-02 8.618953943368978527e-05 -3.576257377862930575e-02 -6.033014655113220354e-02 3.546352796256542483e-02 5.237115137279033800e-02 4.767608972123555944e-01 5.014146595242922055e-01
-2.228516768664121767e-02 5.976815149188041687e-02 2.311919108033180098e-02 8.340234417119063708e-05 -3.569148220121860782e-02 -5.881067328155040880e-02 3.546337336301803866e-02 5.210375487804412564e-02 4.692272600301979346e-01 4.924298534547009165e-01
-2.271299771964550157e-02 5.585069581866264343e-02 2.359502129256725242e-02 8.820238654152489657e-05 -3.562203422188758850e-02 -5.921705551445484439e-02 3.546329513192177096e-02 5.195723474025726318e-02 4.650989014561033863e-01 4.887821251352121310e-01
-2.290128078311681747e-02 5.969659611582756042e-02 2.374814487993717055e-02 8.468639425700530681e-05 -3.555244095623492917e-02 -5.930058583617210666e-02 3.546350039541721483e-02 5.175927206873894015e-02 4.595082688162402951e-01 4.833411000904344612e-01
-2.215085998177528451e-02 5.869807489216327667e-02 2.298199944198131561e-02 8.311393830808810348e-05 -3.548487797379493852e-02 -5.846687741577625413e-02 3.546362817287444791e-02 5.139663740992546359e-02 4.492774726526328477e-01 4.723425860329222292e-01
-2.134095504879951477e-02 5.877546221017837524e-02 2.217154167592525621e-02 8.305867449962534553e-05 -3.541905581951141496e-02 -5.759059749543667117e-02 3.546364977955818176e-02 5.147338472306728363e-02 4.514407017488067386e-01 4.736953020992316632e-01
-2.128400895744562288e-02 5.828530713915824890e-02 2.210790961980819633e-02 8.239003946073353833e-05 -3.535408899188041687e-02 -5.746199861168861667e-02 3.546356558799743791e-02 5.118510313332080841e-02 4.433151964336314310e-01 4.655054960929003727e-01
-2.133478838950395723e-02 5.869807861745357513e-02 2.216155007481574943e-02 8.267618686659261313e-05 -3.528925329446792880e-02 -5.745080336928367476e-02 3.546357862651348253e-02 5.105846300721168796e-02 4.397436746160559573e-01 4.619879008777382778e-01
-2.128444667905569215e-02 5.540492571890354156e-02 2.213363572955131392e-02 8.491892804158851233e-05 -3.522433638572693149e-02 -5.735797211527824541e-02 3.546281531453132629e-02 5.092839896678924561e-02 4.361070466248233579e-01 4.583256012824162284e-01
-2.002109009772539208e-02 5.537733808159828186e-02 2.084504142403602669e-02 8.239513263106346672e-05 -3.516222797334193906e-02 -5.600726939737796922e-02 3.546335026621818404e-02 5.066836886107921323e-02 4.287530219308222645e-01 4.496804584874893873e-01
-1.985841579735279222e-02 5.615448020398616791e-02 2.067737579345703056e-02 8.189596628653817150e-05 -3.510405197739600858e-02 -5.578142777085304260e-02 3.546336628496647020e-02 5.051701329648494720e-02 4.244844352938793586e-01 4.452437070536229280e-01
-2.065655626356601576e-02 5.559030361473560333e-02 2.147972993552684645e-02 8.231736937887035039e-05 -3.504265360534190854e-02 -5.652238354086876193e-02 3.546296395361423631e-02 5.037680082023143768e-02 4.205468241657420725e-01 4.421088714706477574e-01
-1.947222705930471559e-02 5.558090470731258392e-02 2.027095630764961381e-02 7.987291537574492666e-05 -3.498404175043105802e-02 -5.525499805808067183e-02 3.546356335282326022e-02 5.031669773161411008e-02 4.188280300713086990e-01 4.391788592943340896e-01
-1.983997467905283113e-02 5.514039099216461182e-02 2.064708732068538596e-02 8.071127085713669387e-05 -3.492741137742996077e-02 -5.557449869811535020e-02 3.546337261795997481e-02 5.004301741719245633e-02 4.111183940649144053e-01 4.318461926564569064e-01
-1.881669461727142334e-02 5.471813678741455078e-02 1.961498893797397614e-02 7.982947354321368581e-05 -3.487147577106952667e-02 -5.448646470904350281e-02 3.546358607709407945e-02 4.987957067787647525e-02 4.065010393770407959e-01 4.261958577885580080e-01
-1.898977104574441771e-02 5.244166404008865356e-02 1.978356838226318429e-02 7.937973932712339407e-05 -3.481686115264892578e-02 -5.460042953491210660e-02 3.546373397111892561e-02 4.983158521354198733e-02 4.051420883576122844e-01 4.250050364792026247e-01
-1.774894753471016953e-02 5.292116105556488037e-02 1.853813715279102256e-02 7.891895365901291641e-05 -3.476289100944995880e-02 -5.330102816224098483e-02 3.546317182481288632e-02 4.954117946326732497e-02 3.969754230558519281e-01 4.155924791623019643e-01
-1.693961108103394370e-02 5.363367311656475067e-02 1.773544587194919586e-02 7.958350470289587703e-05 -3.471074923872947970e-02 -5.244619511067867557e-02 3.546334542334080020e-02 4.928856194019317488e-02 3.898452430650614642e-01 4.076602724417135448e-01
-1.659792196005582809e-02 5.160716921091079712e-02 1.738279722630977492e-02 7.848754685255699402e-05 -3.466115705668926239e-02 -5.204395428299903731e-02 3.546350076794624329e-02 4.915878809988498410e-02 3.861797914753828942e-01 4.036410762485452275e-01
-1.631583264097571234e-02 5.067568644881248474e-02 1.710715070366859367e-02 7.913178560556844419e-05 -3.461294658482074599e-02 -5.172009728848934312e-02 3.546338081359863559e-02 4.907718896865844588e-02 3.838835396498812003e-01 4.010698221391553742e-01
-1.614280361682176451e-02 5.051473341882228851e-02 1.692953426390886307e-02 7.867306267144158754e-05 -3.456435520201921185e-02 -5.149388946592807492e-02 3.546361625194549561e-02 4.882583357393741746e-02 3.767866544315570110e-01 3.937948617581373267e-01
-1.562231620773673127e-02 5.229750834405422211e-02 1.639161556959152152e-02 7.692994986427948421e-05 -3.451622687280177931e-02 -5.090784244239330431e-02 3.546333760023116788e-02 4.871021248400211195e-02 3.735371733119405291e-01 3.900057188313963419e-01
-1.633706204593181679e-02 5.194544792175292969e-02 1.709378622472286155e-02 7.567241627839393372e-05 -3.447026573121547699e-02 -5.156405195593834201e-02 3.546340800821781020e-02 4.843667410314082822e-02 3.658211893101460666e-01 3.829906479511472894e-01
-1.571884183213114600e-02 5.098353140056133270e-02 1.647897996008396149e-02 7.601381948916242069e-05 -3.442519940435886244e-02 -5.090417936444282393e-02 3.546339198946953097e-02 4.836953617632389069e-02 3.639286447929958590e-01 3.804836385725690051e-01
-1.469493666663765873e-02 4.918899014592170715e-02 1.545588970184326102e-02 7.609529711771756411e-05 -3.438196554780006270e-02 -4.983785524964332719e-02 3.546367585659027100e-02 4.829016923904418807e-02 3.616797489905060337e-01 3.772117339894670018e-01
-1.443050680682063033e-02 4.997965879738330841e-02 1.518727503716945683e-02 7.567678912892005796e-05 -3.434021845459937772e-02 -4.952749349176883975e-02 3.546356037259101868e-02 4.818103946745395938e-02 3.586069464230496329e-01 3.738698982493479650e-01
-1.461688848212361336e-02 5.139538273215293884e-02 1.537527106702327694e-02 7.583825863548554751e-05 -3.429753817617893497e-02 -4.967280924320220670e-02 3.546360656619072099e-02 4.790008179843426028e-02 3.506827544085487358e-01 3.661338637342075319e-01
-1.423485446721315349e-02 4.900933243334293365e-02 1.498800031840801308e-02 7.531458686571568251e-05 -3.425808511674403867e-02 -4.924608543515205522e-02 3.546351641416549405e-02 4.770295098423957963e-02 3.451274946000577049e-01 3.601908095053314440e-01
-1.296762367710471188e-02 4.571482539176940918e-02 1.373469159007072518e-02 7.670679551665670628e-05 -3.421905599534511705e-02 -4.795374758541583876e-02 3.546347394585609714e-02 4.752001576125621657e-02 3.399706930422972673e-01 3.537820914278846374e-01
-1.314228298142552410e-02 4.745276644825935364e-02 1.388670429587364127e-02 7.444214497809298337e-05 -3.418297395110130033e-02 -4.806967824697494507e-02 3.546366430819034715e-02 4.740866981446743150e-02 3.368237811562398987e-01 3.507849275970916225e-01
-1.257865522056817939e-02 4.712373018264770508e-02 1.330558881163597038e-02 7.269337293109856275e-05 -3.414740674197673520e-02 -4.745299555361270905e-02 3.546362258493900022e-02 4.731987044215202332e-02 3.343213973271280115e-01 3.476996795116950589e-01
-1.231638249009847641e-02 4.806014336645603180e-02 1.306428350508213009e-02 7.479009509552270445e-05 -3.411200605332851549e-02 -4.717628955841064731e-02 3.546322248876095096e-02 4.722337685525417050e-02 3.316155030719119545e-01 3.447545766720896410e-01
-1.123964656144380535e-02 4.608615115284919739e-02 1.196327619254589081e-02 7.236295714392326501e-05 -3.408070430159568925e-02 -4.604398049414158006e-02 3.546334505081176480e-02 4.708505123853683194e-02 3.277103773134151243e-01 3.397460164631049273e-01
-1.145214932039380004e-02 4.570047371089458466e-02 1.217057369649410248e-02 7.184244750533253497e-05 -3.404978066682815691e-02 -4.622035436332225938e-02 3.546309396624565402e-02 4.670447930693626126e-02 3.169882850907862482e-01 3.292307012347857054e-01
-1.062566824257373845e-02 4.691959731280803680e-02 1.135106943547725677e-02 7.254011943587101725e-05 -3.401881828904151917e-02 -4.536988772451877594e-02 3.546358868479728560e-02 4.670027233660221239e-02 3.168512851691480114e-01 3.282748947240611281e-01
-1.029596822336316039e-02 4.378316551446914673e-02 1.101652886718511651e-02 7.205606743809767067e-05 -3.398805465549230298e-02 -4.500458352267742296e-02 3.546345531940460483e-02 4.644136652350425859e-02 3.095556004037569031e-01 3.206441853383801277e-01
-1.000530482269823551e-02 4.476166702806949615e-02 1.072704158723354270e-02 7.217368183773942834e-05 -3.395764119923114915e-02 -4.468468278646468839e-02 3.546369411051273485e-02 4.644060060381889621e-02 3.095251853568937728e-01 3.203244006259650667e-01
-9.467532811686395905e-03 4.369247332215309143e-02 1.018728613853454520e-02 7.197534796432591975e-05 -3.393145054578781267e-02 -4.411873668432235440e-02 3.546356782317161560e-02 4.629329480230807981e-02 3.053761266443990041e-01 3.156353881308978648e-01
-9.467155672609806061e-03 4.340360313653945923e-02 1.017321087419986725e-02 7.060550706228241324e-05 -3.390768505632877489e-02 -4.408089593052864213e-02 3.546330220997333249e-02 4.624970704317092618e-02 3.041568088901765998e-01 3.144006252714387495e-01
-8.422992285341024052e-03 4.364832304418087006e-02 9.151514619588851929e-03 7.285223182407207787e-05 -3.388981446623802463e-02 -4.304132908582687655e-02 3.546370491385460177e-02 4.601833522319793979e-02 2.976178133301110584e-01 3.068421801815239824e-01
-8.122703479602932236e-03 4.287191107869148254e-02 8.834724873304366718e-03 7.120213558664545417e-05 -3.386835344135761400e-02 -4.270307831466198245e-02 3.546307832002639632e-02 4.593211896717548648e-02 2.952095853715523965e-01 3.041155123804434313e-01
-7.565778726711869066e-03 4.210554435849189758e-02 8.277666941285132668e-03 7.118882240320090204e-05 -3.384776376187801500e-02 -4.212543070316314420e-02 3.546347841620445251e-02 4.578369595110416690e-02 2.910097372144141437e-01 2.993585929781024668e-01
-7.141308952122926365e-03 4.392580687999725342e-02 7.851983979344367634e-03 7.106751145329326662e-05 -3.383097872138023099e-02 -4.168296270072460036e-02 3.546369373798370639e-02 4.558881521224975725e-02 2.855066804035684136e-01 2.934297318943661081e-01
-6.958934245631098747e-03 4.161911457777023315e-02 7.662851735949516643e-03 7.039174815872683579e-05 -3.381056226789951047e-02 -4.147341400384903232e-02 3.546337746083736558e-02 4.543358124792575697e-02 2.811408416419859391e-01 2.888740851260941378e-01
-6.617819890379905701e-03 4.165342822670936584e-02 7.302130386233329599e-03 6.843104565632530099e-05 -3.379364833235740800e-02 -4.109577871859073500e-02 3.546356745064258714e-02 4.527968168258666992e-02 2.767943254814716481e-01 2.841648869133613364e-01
-4.909647116437554533e-03 4.061831906437873840e-02 5.599025636911392212e-03 6.893785466672852364e-05 -3.377884365618229190e-02 -3.937786929309368411e-02 3.546346984803676328e-02 4.504697695374489108e-02 2.702360244641551779e-01 2.759039879557332875e-01
