# critic_loss generator_loss wasserstein_gap gradient_penalty score_real score_fake real_increment_std fake_increment_std real_increment_mean fake_increment_mean increment_std_rel_error increment_mean_abs_error checkpoint_selection_score
-2.743763662874698465e-03 -1.350492909550666809e-01 1.777733191847801278e-02 1.503356837201863571e-03 1.351014994084835108e-01 1.173241674900054876e-01 3.405647762119769911e-02 3.593925423920154433e-02 5.204863473773002278e-03 5.099539551883936275e-03 5.528395035124444856e-02 3.092625228523834292e-03 7.765726433544815899e-02
5.319501273334026120e-04 -8.891914412379264832e-02 1.354916691780090263e-02 1.408111699856817766e-03 1.318287946283817347e-01 1.182796277105808286e-01 3.405578471720218520e-02 3.537723086774349074e-02 5.204863473773002278e-03 5.217532347887754614e-03 3.880239910710432671e-02 3.720035882180409352e-04 5.413168131298008723e-02
-6.484454963356256485e-03 -8.856399171054363251e-02 2.031152918934821944e-02 1.382707420270890084e-03 1.300669774413108770e-01 1.097554482519626645e-01 3.405646085739135603e-02 3.494532145559788028e-02 5.204863473773002278e-03 5.056128697469830166e-03 2.609961739425760430e-02 4.367299847204309145e-03 5.216115385108101993e-02
1.862114490941167017e-02 -1.376910582184791565e-01 -5.881901085376739675e-03 1.273924310225993395e-03 1.300647832453250829e-01 1.359466843307018391e-01 3.405637368559837064e-02 3.444130234420299252e-02 5.204863660037517374e-03 5.032715108245611364e-03 1.130269071354758972e-02 5.054811571428367498e-03 2.351332768057868769e-02
3.130096383392810735e-03 -1.405513137578964233e-01 9.355299174785614014e-03 1.248539541848003864e-03 1.307433947920799144e-01 1.213880956172943143e-01 3.405619226396083832e-02 3.401552438735962192e-02 5.204863473773002278e-03 5.108384927734732454e-03 1.194140445438408166e-03 2.832922285840306590e-03 1.463090144791233220e-02
-4.558563232421874729e-05 -1.152474693953990936e-01 1.204790547490119934e-02 1.200232037808746013e-03 1.326150059700012263e-01 1.205671004951000269e-01 3.405651859939098219e-02 3.359646052122115811e-02 5.204863427206873720e-03 5.055572325363755400e-03 1.350866433436747303e-02 4.383627803970674072e-03 3.114042965104809116e-02
2.007726598531007697e-02 -1.470295153558254242e-01 -8.903061598539352070e-03 1.117420510854572014e-03 1.354686483740806524e-01 1.443717099726199993e-01 3.405670300126075606e-02 3.328584581613540372e-02 5.204863520339131702e-03 5.081380018964409828e-03 2.263452175843860131e-02 3.625820777969164434e-03 3.628082464580169308e-02
1.964566353708505769e-02 -1.140081360936164856e-01 -8.717754483222961079e-03 1.092790951952338305e-03 1.389712639153003748e-01 1.476890183985233307e-01 3.405633904039859911e-02 3.281523548066615781e-02 5.204863380640745163e-03 5.142950266599654978e-03 3.644265927185438847e-02 1.817961524455964867e-03 4.807116623148565554e-02
3.480943981558084349e-02 -1.622715815901756287e-01 -2.448306977748870850e-02 1.032636995660141110e-03 1.434620365500450245e-01 1.679451063275337330e-01 3.405672535300254683e-02 3.240999095141887387e-02 5.204863427206873720e-03 5.099698295816778790e-03 4.835269346852042599e-02 3.087940202616553265e-03 7.695634044428582843e-02
6.834098137915134430e-03 -1.701025292277336121e-01 3.020834177732467651e-03 9.854931966401636167e-04 1.491856299340725001e-01 1.461647957563400324e-01 3.405560888350010057e-02 3.212827555835247317e-02 5.204863334074616606e-03 5.058440612629055977e-03 5.659371211609211250e-02 4.299518529888999435e-03 6.489955802035374255e-02
2.283755522221326759e-02 -1.470844447612762451e-01 -1.316240057349205017e-02 9.675153996795415878e-04 1.552927926182746943e-01 1.684551931917667444e-01 3.405615203082561215e-02 3.174249157309531888e-02 5.204863473773002278e-03 5.109765287488699133e-03 6.793663757338669340e-02 2.792393755919150844e-03 8.485894730247743600e-02
